revId,revRating,revDate,revText
2OTl-2zPQ25fjFIfdCKFOA,1,2018-07-23 21:00:26,"Came here with my family on Monday July 23, 2018. After we were seated I took my 4 year old son to the bathroom to walk in and find 4 men sniffing cocaine...."
vIyWXCaOe-0n6GGGpg0SRA,5,2019-09-28 07:27:53,"Love this cafe with a large gelato selection, vegan  flavors included! It's a beautiful space and always very clean! 

Dog friendly!! They even have gelato..."
Z4VUL2H43GE6kKvvCSKUuQ,4,2019-09-21 13:44:28,"Super fun little spot. Lots of gelato to choose from. 

They have a collection of about 12 normal flavors that are always available. Plus another six that..."
y78Ken_1EOBkb8kZd3JCww,5,2019-09-20 04:38:00,"If you like Gelato, this place is worth trying. It is a cute store across the street from Giant. There is outdoor seating.  The owner won the Gelato..."
HUGeWScsCdlIgO05nNXqWw,3,2019-09-25 16:17:39,Lunch portion was huge for the price. Food was served fresh and hot. I would definitely go back and try others dishes.
B0_2sY0NN2-PLpLVvXMj0w,1,2019-05-11 18:39:32,"Wow, if we did not really want the patties - we would have walked out.

Where to begin - walked in.  No one in line but several tables with customers..."
9xl_XliHxuiXBdsUmBqGzQ,3,2019-03-30 17:13:55,"Don't waste your money or time. This is the most unacceptable, unoriginal, unauthentic Jamaican eatery. If I had never been to Jamaica I may have been..."
f1k-5uwijh3JyoAoJvdvwQ,5,2019-07-05 22:50:58,"This is my best Carribean food spot in DC. I love the food here, the oxtails are my favorite. The waitresses are super nice and would give you the best..."
wXTLbdM7KowtlxYwmkp5dw,1,2019-10-27 14:42:11,"Can I give a negative star?  I've come to this place before and had great food, but I'm not sure if there was a change in management or whatever the case..."
gziLCLHQ10Rw_cR5I4r8Cg,4,2019-04-29 05:25:21,"I've been coming here for the past few years now and the food quality remains the same. It's good, home cooked, make go into a food coma type of place lol...."
ehL8JMYpNSKAV2m_JlPjng,3,2008-12-19 06:08:57,"---3.5 stars---
Have you ever found yourself saying, ""So, a 20 piece box at Popeye's is $XX.XX...I wonder how much 100 pieces are?"" or ""So, I can get 2..."
Djt5WVwZesNTfMc5xZhrPw,4,2019-08-06 12:48:24,"Love the variety
Chicken wings are good
Good place to grab food after a happy hour of drinking
Downside all the young guys hanging out in front of the..."
6-HoBLlubAYUSJlQILc76Q,1,2019-07-19 20:41:15,"Tried ordering delivery from this place, the lady that was taking my order kept hanging up on me, I called back after 45 mins to see where my food was, all..."
4JwkcTHIvhuf1iAoyC9YVg,2,2019-09-19 12:36:23,"This place is for people who know nothing about authentic Chinese food, or perhaps don't care!  I ordered crispy duck through the grubhub app.  I was quite..."
vgJ-b7-uOpAU1i0Kx9oFTA,1,2018-12-04 12:25:57,"Served but a guy who looked like he wanted to choke me out. Put a huge blob of mustard on one side of meal, moved like a sloth and when the sale made he..."
dWA6brPkbaoKls0I0WdKjw,1,2019-01-26 13:28:11,"Someone needs to call the health department. 
I love having this in my neighborhood but I've noticed over the last year that the owners take poor care of..."
LxdDTQ5c7XqM4osQDA0q8g,1,2018-12-13 19:23:14,"Subway takes a long time to make a sandwich and move the line.  The employee seems distracted, but it may not be his fault because he is there alone and has..."
7o-rgYBJG-xQetbw-iRL2g,4,2019-09-30 10:36:57,"Since it's a chain shop, I feel like it's pretty consistent with the other potbellys that I've been to."
qtNRMgsHktXGhSH9lUlJtQ,3,2018-08-25 06:07:45,I'm so sorry that I totally hated my sandwich and it was almost inedible. The Mediterranean was dry and tasted like sawdust. I was upset with myself for...
NAc7c7gjtmEmbTP6hs6xOA,5,2019-09-19 10:24:43,Love this place! made my sandwich and Joe was especially friendly. His radiance put a smile on my face! :)
SI8gR0_HAZ7AABQ3rH2fXw,5,2019-11-16 09:37:57,"Friendliest staff around.  The food is the best Chinese food I've had in DC (and I've lived here for 26 years).  

Their chicken fried rice and their..."
PeaQH37odTuKccEl2IcDmA,3,2019-11-13 08:55:47,This is my second time here at 14th St Cafe and both times I wasn't disappointed. There's very few options when it comes to Chinese food around the 14th...
_VXR_NS-Sn4UHl9GAzk8lw,1,2019-09-06 17:18:30,"Why do people continue to give this place 4 and 5 star reviews and still complain in every review? 
My Mongolian beef was sliced sirloin and not flank. No..."
xqzl6DKjnPZ-ICDA19HPmg,5,2019-10-31 04:37:12,"I've tried a lot of the meat-balls and the sides and I haven't found any yet that disappoint.  Normally I eat salads with my meal to ""get the healthy out of..."
VEylA_sxOoT9YUObk94LUA,4,2019-07-10 14:15:34,I was fortunate to sign-up for a free lunch thing that was going on near my job downtown and Ball or Nothing just happened to be one of the trucks BLESSING...
ZTSOkUqlp_10GCLU_X2ong,4,2019-07-02 19:22:06,For some reason today nearly all the trucks near Union Station were taco trucks and I was not in the taco mood. I came across this meatball truck and there...
ivN5-igOOxG5YAb05R4gGg,4,2019-09-22 12:34:42,I really enjoyed the Dragon Rolls and the Teak Wood Rolls. Super delicious and they were a decent price (about $15 for 8). They have other sushi rolls as...
OuYFyJayFPqBJbDgzIIekg,1,2019-07-10 16:59:15,wow i ordered delivery and it was really really bad. i got the pad see ew and the spices / sauce were very off. if i were at the restaurant i would have...
2bk9JMVUvxBhhhkFtiy_-A,5,2019-11-05 11:53:33,love that this restaurant has both Thai and sushi entrees. there were so many veggie options it was difficult for me to choose. I decided to go w the...
6VxcL5Donep4hSbUElZ0mg,4,2019-10-10 13:53:54,My family has been coming here since before I was born. It's so small and simple of a place. I don't think they've remodeled or renovated since I've been...
ocATbhazeMU4JfQZ1XPUnQ,2,2019-08-08 17:49:36,Paul Kee used to be one of my favorite staples for good Chinese food.  I have been coming here off and on over the last 20 years.  It is definitely a hole...
hKWxiKI883QM3mCsyNIr2w,4,2019-01-15 16:20:16,My family and I has been dining at Paul Kee Chinese Restaurant since I knew how to walk. It's one of our favorite authentic Cantonese restaurant in...
5FlNB3pCJwOeJqX3TKnqYA,3,2012-11-22 17:14:53,"Unfortunately, the blackened fish, which is what I usually ordered here, seems no longer available. At least, they didn't have it the last 3-4 times I..."
B-H2G512bq6h-gFH45awNw,2,2018-12-28 18:16:11,"This place is very confusing. Seems like more of an Asian place (think Panda Express) but also does things like mac and cheese and blackened fish. 

Got the..."
4hc841kY5tDhhsZu3NcYAQ,5,2019-06-26 17:30:30,"Meleket!  What a wonderful dining experience.  I've enjoyed Ethiopian food since my three years in Peace Corps, and my kids love it too.  Living in..."
4RDc2tfMuN1IysfMl0VwTg,5,2019-11-16 08:04:39,"The best Ethiopian food we have had in the entire DC-metro area. The lentil, chickpea, and beet dishes in particular are really amazing. The tomatoes they..."
hXFRP8P-0AH-EwsnZjE8jg,1,2019-11-16 10:38:14,My wife and I have been frequenting Ethiopian restauraunts in the Silver Spring area for the past 20 years or so. We love Ethiopian food. There is a...
16_RDx7fepSRNl7b8mVPAA,4,2019-01-19 12:28:09,"This is a hidden gem located on the side on Rt 198. It's a little hole in the wall where place is clean, friendly servers and great fresh home cooked..."
PhEdHCgZyNH6-wW8NtUW2Q,4,2017-07-15 18:35:40,You may be tempted to drive by this place. Don't! This place has been under new ownership for a year. Much of the old menu remains. The new owners added a...
VNGrlpC4iLnSGTZbgMwB_Q,5,2019-04-25 11:26:51,Lived in Burtonsville and finally went in for lunch.  I got a bacon egg and cheese sandwich and my husband had a steak quesadilla.  We were both really...
xn3esMQBruSSHQyLPHhDZA,4,2019-09-13 18:46:02,We came in here on a Friday evening because Society next door was too loud and disorienting. Based on the name and interior design I thought it was just a...
fpESxS9PGoufQQrlrq658Q,1,2019-06-09 05:19:01,I wanted to like this place.  I went once a few years ago and liked it.  But I went this weekend and was embarrassed that I'd invited friends.  Terrible! We...
sOhPPI5G04bT-PBYjaLhYQ,3,2018-11-05 07:59:09,"Always walked by this place and said I'd stop in. I had it bookmarked for awhile now.  Finally made it in this past weekend for a ""soft opening"" (I believe..."
lX50rfRUKIrLIun9otD_Bw,5,2019-08-17 16:36:16,"Visited with family and kids. Had lamb, chicken and fish served traditionally over big plate and Ethiopian bread. Good food. Everybody liked the..."
1EbmUETw01mWk56DokeA9A,3,2019-11-09 08:26:37,"Unfortunately this visit was probably our last 
They were out of Doro Wat so the waitress suggested something else and it really was not good.  I'm talking..."
M6k33AB4sMf237CQNoCRlw,5,2018-12-23 13:35:06,"Stopped in today for lunch and so glad I did! The food was so delicious! We ordered a mixed combo platter with vegetables, beef tips, and fish. We almost..."
rABNj99jZ3OFbMbq2miYsA,5,2018-10-06 11:29:40,My hubby and I are here visiting the DC area. Loved the park. Beautiful park. Well kept and love that it is free. Everyone seemed to pick up after their...
C1gBev2SUdOhqwcOqvpBBw,5,2019-04-28 14:43:55,This dog park has large area for dogs. But the ground is kind of muddy from been flooded. Water fountain and benches are good for dogs and owners. Look...
fbvcXPFbKtVSzHNvOn24ZA,5,2016-07-28 19:17:10,Finally a dog park in our neighborhood! Our puppies enjoyed the wide open space and we really appreciated the water fountain and doggie bags. Can't wait to...
BFvZW34zcoyyxvPRF9OHsg,5,2018-03-08 09:39:25,"This is, according to my own ranking, the fifth-best pollería in the DMV area. Don't take that the wrong way, because there are so many mediocre ones that..."
5nwKS9vr7twLZx-sLt6FRg,4,2010-04-09 06:11:11,"I really think that some of the people reviewing the restaurant ""Sabor Latino Restaurant"" actually mean this place (they have essentially the same name, and..."
ex-ae0STzszJGLuzCQzNdg,3,2018-10-09 16:28:36,"It'll do in a pinch. Ok burgers. Ok donuts. No fries. Nothing to write home about, maybe they should consider looking up burger recipes and something better..."
yCMf9_3x6U7eVniVLc8gxA,5,2019-05-29 08:17:51,"This ""Little"" shop as it is called is small, but the donuts are the best I've ever had and I'm not exaggerating.  The donuts are light and fluffy and the..."
mBszZDjOaTI6BM5PXwlW3w,1,2018-09-21 12:12:56,"I don't know how this place got more than 1 star!  The woman who collects money has got to be the nastiest, rudest person I have come in contact with in a..."
c9PLomo-5HvjVl_YP9IUtw,3,2019-01-05 16:14:01,"This place is okay. They have real nice costumer service, the food looks pretty and it is well served but the taste is okay. The handmade corn tortillas are..."
Vbw48T8LdASw-NZgI5tv8A,3,2016-04-09 12:06:09,"STUFFED!!!

We found a new (to us) place and thought we would give it a try.

First, please allow me to apologize for yelling ""stuffed"", but it is so loud..."
-kPO_Pd-NzAUv71R3WnbvA,1,2018-01-20 12:39:06,This is the worst carnitas & Carme asada tacos I have ever tried to eat. More fat than meat. Sadly went I made them aware the good service turn bad by...
NN4vGRopxvVF25ztBm1_xg,2,2019-05-10 07:52:06,Can anyone really rate Subway higher than a 3? This location is actually pretty spacious and has free parking in the back.  My biggest annoyance is ordering...
dA3HwQZt6XOwKIDEpqn1LQ,2,2019-06-18 11:55:15,"Good food, service and parking.  However, unlike other locations, they don't accept rewards cards and are stingy with napkins, hence the lower rating.  But..."
CnWKi7q-iJhGdhxRpPK-Tg,4,2019-06-09 10:03:59,So it's been yeeeaaarrs since I last made a visit to Potbelly. I remember getting a peanut butter and jelly sandwich from there because someone said it was...
kWvaBURU2EIwH1NU9rrDEg,1,2019-11-14 14:01:29,"Worst potbelly I've ever encountered in my life.. This is the 3rd time I've gotten a burnt sandwich from them, ive gotten 2 wrong wrongly made salads and..."
5scDmzCN-86mTQZp6dKO2A,1,2019-10-31 12:05:34,I got a call from what I assume was the district manager and she said she would send me something in the mail to apologize. That was a month ago....she...
0EM1fRAIFvPro5FVj0PGPQ,3,2019-08-04 21:49:27,"I've ordered pick up once and dined in once. My review will focus mostly on the dining in experience.

We ordered three entrees, Pork Chow Fun, General Tsos..."
DA3NVfbRAoapIFAsJTVHog,3,2019-11-11 07:26:33,"Bland food, greasy hot and sour soup. If you're looking for a great chinese spot this isn't it. Average food, isn't good enough to make it my go to spot...."
ty-KIeJoZC_0lZq3zh0leg,4,2019-01-03 11:42:27,"SOOO GOOD!! Was looking for food on Christmas Eve around 830PM and this was the only location that was open (besides the liquor store;0)

I ordered the..."
0elJFd0IzzD0bH5podaoeg,4,2019-11-12 22:58:24,"I've yet to have a poor experience here.

We love their happy hour and can always count on a great portion size meal, with healthy options, and something..."
XPmr07ohS4p__XWSnQN_MA,4,2019-11-02 19:46:46,"I've been in a few times, for dinner and for happy hour, and I think the food here is pretty. 

The happy hour here is one of the better ones in the area...."
JlWjho87uGia5HT1wIJN_w,2,2019-10-19 15:35:09,"Disappointing 

Waited 20 minutes before having to ask for a server to visit our table for our drink order. Ordered food only to be told 15 minutes later..."
B8Uz846mrthpnPYL7VxoVA,5,2019-10-25 12:10:53,The service was warm and friendly.  The pancakes were so delicious.  Asked for extra butter when ordered and got it.  The entire meal was so fresh and delicious
_51IIEJwSP_m7dfH3dnb0A,2,2019-11-14 14:23:26,The wait wasn't terrible (around 25 minutes maybe) but our food was cold when it got to us. The pancakes tasted like wet bread which was disappointing. Our...
zAJHM5PPm3WmunCLHWb-jA,1,2019-05-23 12:13:56,"Unless You haven't eaten in a week and this is the ONLY place that is open, please AVOID this place like a plague. The Waitresses couldn't care if You're..."
1LPUPqBp7dNSx1H95ljGaw,4,2019-11-09 18:20:41,The egg rolls were cold inside and the bathroom was very dark and had no door but we ordered fried rice and it was very good. They had nice decorations but...
HOdoQ0c6ENuYbTaCmU4-FQ,5,2019-06-20 15:49:48,Just amazing! The owner is a really nice lady. The restaurant has elements of a true Thai restaurant. The kao sai was TO DIE FOR. WOW! I love their pad see...
StLXFxCXkkUoZlT8amSxog,4,2019-06-03 10:21:54,Absolute Thai is a nice hole in the wall Thai restaurant very close to the Capital One arena. I went over to eat there on a Friday evening and had no...
iN6-48lEX7aeCCkvLjdGqw,5,2019-10-23 09:44:15,"So this place has become my regular spot that's intimate and inviting, makes me feel like I'm at one of the trendy restys in bedstuy. 
I'm either flying..."
RRZohla45vu6iDTAIx1LVg,4,2019-11-04 06:17:04,This is a cute neighborhood bar. The patio is GORG And intriguing. This could be a cute date night spot or even solo spot. I saw a good mix of both. I also...
Hv-my3BdOSYfko6pVE3maw,5,2019-10-17 05:43:59,Stopped by Mr. Braxton's because of their stellar star rating and to try a new place. We came by on Indigenous People's Day a little late in the evening. We...
kNKtwyC0oebhrio6qEyn_Q,5,2019-06-02 18:26:34,"Another food hall in college park! I'm a big fan of these halls that are popping up all around the DMV. This is a smaller version of The Spot, which is..."
9XAKatCx5W3XI7zJ-wvAtA,3,2019-10-01 12:54:27,"Yayy super happy this opened up in CP!
 
Good:
Food is super yummy
Boba is super yummy
Everything is super yummy

Honestly, the service is fine and the food..."
UWwrcI9Id8eVLM1TDO4vyQ,5,2019-11-02 16:57:27,"Less than 6 hours ago, my husband and I mutually agreed to try The Spot Mini eatery in College Park Maryland (it is near what looks like an apartment..."
8Vainn2FKecczYvQnXA5gw,1,2017-05-05 19:17:47,Called here six separate times to verify how long they would be open. The first person yelled at me that it was a place of business when I simply asked when...
xdJlM4aqWpwrDp-DTejGpA,4,2011-08-28 23:01:26,I've eaten there three times and held two meetings there.  The manager and one staffer speak English.  The rest do not.  This is a great place if you speak...
kfMdf2QTQ-8jgPPE1nw_0g,5,2019-07-16 06:51:39,"On Sunday evening; I was there with my friend. We ordered Pancita Sup, Tacos and a Burrito. The place was crowded and I expected to have the order coming..."
4W43Tmn11d2qoqqB9vOaHg,2,2019-07-14 17:48:25,"Normally like this place but DONT ORDER SPICY CICKEN QUESADILLA. Sopping in grease, not spicy just greasy. :((((
BAD cuts of meat up top and only half way..."
CnNVkWJEgXzT3mrJwANG_Q,5,2018-09-06 11:50:59,"This place is awesome! Wonderful service, beautiful owners and the tacos are heavenly!  I was desperately in need of some authentic Mexican street tacos,..."
bwMt_mEDSYrd0V6XJBeKcA,4,2019-10-12 17:50:57,This little joint is nestled in a very unique looking location that can be easily missed when you are driving there. I would use the Red Roof Inn as a...
fg2FNSh7666AeulmXfff6w,3,2019-08-04 10:36:08,"We decided to come here based on the reviews and pics. Pros: The lady at the register is very nice, they had a good drink selection and the prices were..."
7GLwoN-nbX-eldvgGU3ZQw,4,2019-07-05 19:28:44,"I'm gonna help my Yelp loveys out with a little tip :)

Juuuuuuuust.... Jeeeeeeerrrrk. That's the tip. Their name best describes what I will hop in the car..."
diQkXC-Bwuc2zbzb6thU7w,5,2015-10-30 06:53:23,Excellent vegetarian variety highlighted by a wide array of original meat substitutes pioneered a century ago by Adventists.  Be sure to see Eden to Eden...
sSJL6PFoQ-PdDKDayvhUZQ,4,2018-08-07 13:54:07,"Hibachi San is an overpriced Poke place that replaced Teppan Sushi at the Stamp. Considering that Teppan Sushi just sold extremely overpriced, ""sushi"" (if..."
Tp8hNxWXd2PdszDPc_8o1A,2,2018-09-19 10:24:09,"I was pleased with the service here (the workers were upbeat and happy despite the lunch rush), but the food left much to be desired. The small bowl (which..."
DiVWIBJPapc-SEGWG_8CMg,3,2017-12-13 09:01:11,My review is really a 3.5. As far as decently healthy non salad options at umd this is it. As far as poke bowls go it falls short from others. I think their...
n42_RsDcfaaRda0Hbi0G3g,4,2019-05-08 16:10:52,"The wings here are good, not great but they are best that I've tasted in the area. I love the fact that they give you the option of getting all flats or all..."
Ezn2VstXTRuXM6IvBuwdhg,5,2018-05-16 07:37:31,"The name says it all! This is my first time ordering from this location. They went above and beyond to make me happy and I think that's awesome. 

I called..."
3CNNrtPUTtKzl6Vspv9Jcw,1,2019-04-28 19:26:17,Got food poisoning from this place 2 times. Plus the one in white oak. And my boyfriend recently had food from them that made him sick.
911B0TS8mgXHDmm3m9QX6w,5,2019-09-04 05:14:45,"Consistently delicious. Great mission. Love that National Anthem is played at noon daily. Service is always cheerful and efficient. 

LOVE the iced tea...."
UM5xaZmVy2K_7tcckwvtbQ,3,2019-09-04 04:51:14,"The food was okay-ish.. i expected more with all the reviews on yelp. But i guess, you-win-some-you-loose-some. 

I had the pulled-pork sandwich, the pork..."
7SunnYm1QfwSK3y_q2vFAg,5,2019-08-18 18:18:41,"I'm from North Carolina and my wife went to school at the University of Texas, so we were not expecting strip mall barbecue to be any good. I actually..."
wrhxV1g4FdA5SXgDatRTow,4,2019-10-27 16:52:21,"Bread and olive oil are brought when you are seated. Straight up extra virgin olive oil without herbs. It was great,  but that's what it is. 
The house..."
Mpc4lv9DEmkP8_22_2ou1g,5,2019-08-17 08:50:33,"DuPont Italian Kitchen is the Cheesecake Factory of 17th St and I mean this as the most sincere compliment.

It's tough to be a rag tag Italian..."
VrVcJMJvEW32iWLuqxekDw,1,2019-08-16 20:10:48,"Here a photo of me at sibley hospital after eating at 
DuPont Italian kitchen 2 hours ago,

The food is real good and great atmosphere the only one bad..."
baBGFfjD2ANXU_A_JIneNg,2,2018-02-28 13:43:13,Came in as a group of 5 ladies into the empty restaurant. Had a really rough experience ordering drinks and then all but one coming out incorrect after a...
O7c3w0yWKxylDdRxh6-xUw,4,2014-01-28 01:02:58,"Get the steak tacos, you wont regret it! They are definitely among the best tacos in the Columbia Heights/Petworth area.

 Ohh, and if you speak spanish..."
IPP5JogkPkbjDteBlURApQ,2,2014-02-25 06:44:43,2.5 stars.  A decent option if you need some sustenance after hitting the playground across the street.  Had the whole pollo a la brasa with rice and beans....
6F4NqggQ6Xi95rmiwrDJ1Q,4,2013-08-02 21:00:12,"Such an awesome place for a drunk late night dinner. They are open late with live dj of Mexican music. They have Salvadorian , Mexican and Latin cuisine...."
oRb3MkoB-B3q6GpHT3yrYw,4,2019-10-04 15:34:37,"Great takeout.  Big Dining Room. No Bar.  Okay service.  I like the tofu platters, but we enjoy everything they have."
PsmGaUDqZUjqobEgzIQ5Zw,5,2018-03-28 08:25:30,"I called China Dynasty about two weeks ago and ordered wonton soup, and an orange chicken with broccoli and steamed white rice. The total came out to be..."
4SV95EN3CJ6lRn_fUuqx-A,2,2018-04-04 16:57:16,Last year my roommate at the time started ordering General Tso with white meat and it was really good. I move to Laurel so I'm not close to order from them...
BR9vR9A0oV2VbxC0AKqmfg,5,2019-09-18 14:14:08,"Sushi Ogawa is my go to Omakase experience in DC.
If you go, be sure to sit at the sushi bar so you can watch the sushi chef work his magic.
If possible,..."
eJYVWwUQiIaMSpcAf1ddjQ,4,2019-10-27 18:31:00,"I've done a few omakases here in DC. And while nothing tops Sushi Taro, Sushi Ogawa is right up there and is actually more of my go-to since it's just a..."
lbL05u3KRiNm6jbym3kMHw,4,2019-07-17 15:40:33,"Sushi Ogawa is located in an unassuming residential area between Adams Morgan and Dupont Circle. I have dined here on two occasions, both times for the..."
uCIc_6nWz8_IpZ1-BiYkJA,5,2019-10-28 16:42:22,"This is my favorite pizza in dMV all the others can stick it. The owners run a super clean store with a super clean staff and the food is fantastic.
MURAT..."
koBLpfMLP3PwLJhNE8lopA,4,2019-11-10 17:13:07,"Came on a Sunday night, the Dallas cowboys were playing SNF and damn this is a cowboy place.

Pizza was good, they put way too many red onions on it, but..."
AcRn2f-83MOko7sfGz5khg,5,2019-10-20 13:12:39,"Great pizza! Friendly staff! Awesome environment! Definitely coming back! 

We ordered two lunch specials (salad and pizza for $10 - heck yes!) One with..."
wYLSdXqu8Z6uuftJSrBioA,5,2019-11-03 08:31:53,I absolutely love The Bar @ Milk & Honey. I have been four times & try something new every time. All of their food is so delicious & the variety of their...
eRsXoSuEAxzW0bJwacE7Lw,4,2019-11-15 11:50:02,This is a cool place to eat. There are lots of Windows and scenery. I had salmon and grits. Omg it was sooooo good. Everything was really perfect. So there...
27vohJo31DnBO2YlVOQrag,4,2019-10-17 05:48:36,We came in early on a Sunday morning. It was packed...which was expected. We opted for bar seats which weren't bas. The food that was ordered came quickly...
OKUMIsqAq8GrqRfHPuBKcQ,5,2019-08-02 08:56:52,"The Linda lasagna is awesome!
The ravioli rocks!

The people were exceptionally friendly and helpful!

Oh, this is a food truck, NOT a roach coach."
RSEfHHZnaRdQ0nI2rumKRQ,5,2019-05-01 18:56:52,"Oh Basil Thyme, why are you so delicious? Is it your layers upon layers of luscious meat and veggies? Your delightful cheese? The petite side salad with its..."
1O9SH38z1m_MaMC7Jbgueg,4,2017-07-26 10:00:17,Impressive lasagna from a food truck! I tried 1/2 butternut squash (the special) & 1/2 truffle & portobello (the giuseppe). Those were the only two...
ixkH-mm9_MsyldzTe76eyg,5,2019-10-29 14:18:42,"Good coffee and tasty loose leaf tea! The coffee shop (and clientele) look super on trend, and their to-go cups are super cutely designed, but their drinks..."
fFfaQLOF2KAwrVwSaILssg,5,2019-10-29 09:54:36,"Wow wydown is legit, I'm not a big coffee shop person, which I know is against the grain in DC (and probably just the world in general), but this place..."
BtaXxNLakQDaEGotw9djOw,5,2019-10-24 09:16:06,"Sometimes you wanna go, where everybody knows your name.....

What can I say? I love it here. I work from my laptop so always looking for a sweet spot to..."
dSSHOvZc5XhPQE4IFGuc4g,5,2019-11-15 07:50:28,"If you need something to hold you over between decadent, unhealthy meals, I highly recommend The BFG Smoothie (Blended Fruits & Greens).

Not only is it a..."
X0RPkSDmFuv9ip8hyjLdHA,4,2019-11-09 06:00:55,I love the concept of hip city veg - fast casual vegan dining with lots of options and information (they have lots of books and merch about plant-based diet...
O1JK5vf___XrHm2Cd6SK4A,5,2019-11-07 17:21:42,"Why can't all vegan fast food be this delicious?  The $5 milkshake lives up to the hype, and their chick'n ranch sandwich is so good you'll cry. Get the..."
Ei4WDegPmdNVM3dR3aTVXw,2,2018-12-22 19:53:31,"Decently stocked store. However, the last 5 times I have been there, the store has been closed (on days and at times it was advertised to be open) and no..."
s_Ysl3HmT9RDyfMZZbV0_w,5,2016-10-16 17:04:26,"Nice little Indian, Pakistani, and Bangladeshi grocery store.  Great if you need the basics in spices, spice mixes, vegetables, frozen foods, and also bath..."
